Orthogroup	Wisteria	Phaseolus
OG0002113	SPADES.k35.NODE_112748_length_382_cov_30.616715_g54458_i0.p1	SPADES.k25.NODE_50149_length_594_cov_91.353251_g26171_i0.p1, SPADES.k25.NODE_55377_length_475_cov_134.962222_g30810_i0.p1, TRINITY_DN66259_c5_g1_i1.p1, SPADES.k25.NODE_37480_length_955_cov_132.066667_g18235_i0.p1
OG0002114	Velvet.k65.NODE_1105599_length_627_cov_56.125996.p1	TransABySS.k65.S38347.p1
OG0002115	SPADES.k55.NODE_69972_length_967_cov_71.789474_g3579_i3.p1	TRINITY_DN906_c0_g1_i4.p1
OG0002116	TRINITY_DN95606_c0_g3_i2.p1	SPADES.k35.NODE_22256_length_1462_cov_74.069376_g6478_i1.p1
OG0002116	SPADES.k65.NODE_43755_length_1551_cov_30.740915_g18063_i0.p1	TRINITY_DN5254_c1_g1_i3.p1, SPADES.k25.NODE_18553_length_1707_cov_61.706302_g9665_i0.p1, TRINITY_DN5254_c1_g1_i3.p2
OG0002117	TransABySS.k65.S484182.p1, SPADES.k45.NODE_40812_length_1834_cov_63.955841_g350_i8.p1	TRINITY_DN15159_c0_g1_i6.p1
OG0002119	TransABySS.k65.R397462.p1	TRINITY_DN11808_c0_g1_i1.p1
OG0002120	TransABySS.k45.R607676.p1	SPADES.k35.NODE_1630_length_3815_cov_71.435979_g1014_i0.p1, TransABySS.k35.R252914.p1
OG0002120	SPADES.k35.NODE_6664_length_3960_cov_90.010191_g3009_i0.p1	SPADES.k25.NODE_2039_length_3679_cov_72.321565_g1158_i0.p1
OG0002121	SPADES.k25.NODE_106124_length_576_cov_6.504537_g45775_i0.p1, TRINITY_DN10433_c0_g1_i1.p1	TransABySS.k65.S184232.p3
OG0002122	SPADES.k25.NODE_126684_length_346_cov_6.230530_g65026_i0.p1	SOAP.k65.C82242.p1
OG0002122	SOAP.k55.scaffold28646.p1	TRINITY_DN8577_c0_g1_i1.p1
OG0002123	TransABySS.k45.S661082.p1, TransABySS.k25.R1164484.p1	SPADES.k45.NODE_44086_length_569_cov_5.183206_g25465_i0.p1
OG0002123	Velvet.k65.NODE_325909_length_516_cov_56.765503.p1, TRINITY_DN5003_c0_g1_i6.p1	SOAP.k65.C69329.p1
OG0002124	SPADES.k45.NODE_69670_length_1074_cov_78.434402_g5638_i5.p1	TransABySS.k25.S368185.p1
OG0002124	SOAP.k45.scaffold17725.p1	SPADES.k35.NODE_36005_length_920_cov_93.593220_g18517_i0.p1, SPADES.k35.NODE_17429_length_1707_cov_54.052033_g9787_i0.p2
OG0002125	TRINITY_DN27296_c0_g3_i3.p2	SPADES.k35.NODE_46201_length_599_cov_60.195035_g25207_i0.p1
OG0002125	SOAP.k45.scaffold13719.p1	SOAP.k65.C87348.p2
OG0002126	SPADES.k25.NODE_97968_length_695_cov_10.604478_g39560_i0.p1	SPADES.k35.NODE_30296_length_1126_cov_38.057745_g15750_i0.p1
OG0002127	TransABySS.k35.R774768.p1, SPADES.k25.NODE_11066_length_3234_cov_103.317544_g4488_i0.p1	SOAP.k55.scaffold1560.p1
OG0002127	SPADES.k35.NODE_100372_length_542_cov_13.358974_g42566_i0.p1	SPADES.k35.NODE_31436_length_1084_cov_79.648236_g16291_i0.p1
OG0002128	TransABySS.k35.S561172.p1	SPADES.k35.NODE_43492_length_680_cov_43.751938_g23090_i0.p1
OG0002128	TransABySS.k55.J519047.p1, SPADES.k25.NODE_130627_length_311_cov_39.006993_g68965_i0.p1	SOAP.k35.C258648.p1
OG0002129	TransABySS.k35.J814233.p1, TransABySS.k45.S624363.p1	SOAP.k65.C80588.p1
OG0002131	TransABySS.k35.S831502.p1	SPADES.k25.NODE_10315_length_2242_cov_84.718990_g5639_i0.p1
OG0002132	TransABySS.k25.J1168671.p1	TransABySS.k25.S363329.p1
OG0002132	SPADES.k45.NODE_68155_length_1108_cov_24.885230_g24391_i0.p1, TransABySS.k65.S451204.p1	TRINITY_DN40924_c0_g1_i1.p1
OG0002133	TRINITY_DN15327_c0_g2_i1.p1	TransABySS.k35.S44271.p1
OG0002133	TRINITY_DN15327_c0_g1_i2.p1, SOAP.k55.C508907.p1	SPADES.k55.NODE_12083_length_1918_cov_52.496511_g7674_i0.p2
OG0002135	TransABySS.k45.J623151.p1	TransABySS.k45.S215512.p1
OG0002136	TransABySS.k35.S783940.p1	TRINITY_DN5758_c0_g1_i10.p1
OG0002137	SOAP.k55.C502011.p1, SOAP.k55.scaffold16776.p1	TransABySS.k45.R214787.p1
OG0002138	Velvet.k25.NODE_983752_length_571_cov_4.875657.p1	TRINITY_DN43533_c0_g1_i2.p1
OG0002138	SPADES.k25.NODE_79313_length_1001_cov_5.368852_g28717_i0.p1	TRINITY_DN30_c1_g1_i1.p1
OG0002139	TransABySS.k25.S1163735.p1, TransABySS.k45.R624398.p2, SOAP.k55.C472105.p1	Velvet.k65.NODE_71306_length_583_cov_74.972557.p1, SPADES.k25.NODE_47026_length_678_cov_75.557427_g18624_i1.p2
OG0002140	TransABySS.k65.R399748.p1	TransABySS.k35.R252689.p1
OG0002141	SPADES.k25.NODE_90845_length_807_cov_4.453964_g34931_i0.p1	TransABySS.k35.R262602.p1
OG0002142	SPADES.k25.NODE_30572_length_2161_cov_100.701779_g11056_i0.p1	SPADES.k25.NODE_31868_length_1146_cov_67.995540_g15592_i0.p1
OG0002143	SPADES.k25.NODE_86091_length_885_cov_132.927907_g32255_i0.p1, TransABySS.k65.R402532.p2, SPADES.k25.NODE_69323_length_1184_cov_119.245902_g24281_i0.p2	TransABySS.k65.S201852.p1, TransABySS.k45.S237461.p1
OG0002146	SPADES.k65.NODE_16199_length_2721_cov_48.636295_g5621_i1.p1	TRINITY_DN39068_c0_g1_i1.p1
OG0002147	TransABySS.k35.R777749.p1	SPADES.k25.NODE_36772_length_977_cov_100.212185_g7991_i1.p1
OG0002147	TransABySS.k25.R1168226.p1, TransABySS.k55.R492620.p1	TransABySS.k25.R358184.p1
OG0002148	TRINITY_DN39454_c0_g1_i6.p1	SPADES.k55.NODE_34518_length_783_cov_62.943681_g18029_i1.p1
OG0002148	SPADES.k35.NODE_102258_length_513_cov_7.523013_g44261_i0.p2	TRINITY_DN48251_c1_g2_i4.p1
OG0002149	SOAP.k25.scaffold29942.p1	SPADES.k25.NODE_42760_length_800_cov_26.652903_g21072_i0.p1
OG0002150	SPADES.k45.NODE_70586_length_1054_cov_38.271556_g1139_i32.p1	SPADES.k45.NODE_18578_length_1581_cov_51.559896_g10738_i0.p1
OG0002152	TRINITY_DN6242_c0_g1_i5.p1	TRINITY_DN35871_c0_g1_i1.p1
OG0002152	Velvet.k35.NODE_835515_length_461_cov_28.015184.p1, SPADES.k55.NODE_1058_length_6023_cov_34.301106_g584_i0.p3	SPADES.k25.NODE_32122_length_1137_cov_28.346223_g15724_i0.p1, SPADES.k25.NODE_56617_length_453_cov_7.873832_g31994_i0.p1
OG0002153	TransABySS.k65.R393255.p1, SPADES.k25.NODE_96921_length_710_cov_88.915328_g8802_i6.p1, SPADES.k65.NODE_30049_length_2017_cov_66.169057_g3450_i7.p1	TRINITY_DN453_c0_g1_i11.p1
OG0002155	TransABySS.k25.R1181758.p1	SPADES.k25.NODE_29930_length_1212_cov_98.957035_g7498_i2.p1, TRINITY_DN4228_c0_g1_i1.p4
OG0002155	SPADES.k25.NODE_47184_length_1670_cov_111.058967_g5890_i3.p1	SOAP.k45.scaffold4292.p1
OG0002156	TransABySS.k35.S786025.p1	SPADES.k25.NODE_55853_length_466_cov_51.281179_g31263_i0.p1
OG0002156	TransABySS.k35.R844596.p1	SOAP.k65.C77680.p1, TransABySS.k25.S361114.p1
OG0002158	TransABySS.k45.S702105.p1, TRINITY_DN520_c0_g1_i1.p2	SOAP.k65.C82962.p1
OG0002158	SPADES.k25.NODE_51325_length_1567_cov_112.528534_g17726_i0.p1	TransABySS.k25.R360239.p1, TransABySS.k35.R253241.p1, SOAP.k65.C83934.p1
OG0002164	SPADES.k55.NODE_26899_length_2242_cov_41.039323_g11512_i0.p2, TRINITY_DN1568_c0_g1_i13.p1	TRINITY_DN4378_c0_g1_i8.p1
OG0002164	SPADES.k55.NODE_25618_length_2298_cov_32.811859_g11032_i0.p1, SOAP.k65.C358201.p1	TRINITY_DN9642_c0_g1_i2.p1
OG0002165	SPADES.k45.NODE_110788_length_361_cov_65.325949_g56213_i0.p1, TransABySS.k45.S639140.p1	TRINITY_DN309_c1_g1_i2.p1, TransABySS.k65.S104991.p1, TransABySS.k55.S221860.p1
OG0002168	SPADES.k25.NODE_54288_length_1497_cov_189.598505_g18699_i0.p1, SPADES.k45.NODE_94002_length_580_cov_28.771963_g39989_i0.p1, SOAP.k35.scaffold9456.p2	SPADES.k25.NODE_24259_length_1438_cov_62.554140_g12206_i0.p3
OG0002170	SPADES.k45.NODE_34085_length_2058_cov_31.156483_g13334_i0.p1	TransABySS.k25.J359582.p1
OG0002171	SOAP.k25.C1279094.p1	Velvet.k65.NODE_4893_length_1773_cov_60.712917.p1
OG0002185	Velvet.k35.NODE_1316228_length_1112_cov_12.837231.p1, SPADES.k45.NODE_3058_length_4812_cov_15.791693_g1533_i0.p3, SPADES.k55.NODE_13798_length_3013_cov_13.807978_g6401_i0.p2, SPADES.k25.NODE_69065_length_1189_cov_34.606529_g24171_i0.p1, SPADES.k65.NODE_81838_length_623_cov_4.953405_g38323_i0.p1	TRINITY_DN47650_c0_g1_i1.p1
OG0002202	Velvet.k55.NODE_120648_length_702_cov_67.709404.p1, TransABySS.k45.R613614.p3	SOAP.k25.scaffold16756.p2, TRINITY_DN6987_c0_g1_i21.p6, SPADES.k25.NODE_1507_length_3947_cov_74.500255_g3_i4.p4
OG0002203	TransABySS.k35.R798587.p1	TRINITY_DN56380_c0_g1_i1.p1
OG0002204	TransABySS.k25.R1160795.p1	TRINITY_DN14024_c0_g1_i11.p1, TRINITY_DN5759_c1_g1_i5.p1
OG0002205	SPADES.k25.NODE_29974_length_2183_cov_118.342910_g5775_i1.p1	TRINITY_DN4618_c0_g2_i2.p1
OG0002206	SOAP.k35.C789531.p1	TRINITY_DN545_c0_g1_i2.p1
OG0002208	TransABySS.k35.S846090.p1	SOAP.k65.C85152.p1
OG0002209	SPADES.k25.NODE_108949_length_535_cov_93.676471_g40998_i1.p1	TransABySS.k65.S80647.p1
OG0002210	TransABySS.k25.S1163635.p2	SOAP.k25.C534666.p1
OG0002210	SOAP.k65.C308049.p1	SPADES.k65.NODE_47291_length_394_cov_23.486322_g34280_i0.p1
OG0002211	TransABySS.k35.S826960.p1	TRINITY_DN24463_c0_g1_i1.p1
OG0002212	SOAP.k35.scaffold37419.p1, TRINITY_DN487_c0_g3_i1.p1	TRINITY_DN6987_c0_g1_i21.p3
OG0002213	TransABySS.k25.R1168952.p1, TRINITY_DN74257_c0_g1_i1.p1, TRINITY_DN69015_c0_g2_i1.p1	TRINITY_DN38843_c0_g1_i6.p1
OG0002214	TransABySS.k55.S569899.p1	TRINITY_DN1218_c0_g1_i2.p1
OG0002214	TransABySS.k45.S613122.p1	TRINITY_DN1218_c0_g1_i12.p1, SPADES.k35.NODE_15200_length_1837_cov_85.787458_g8705_i0.p1
OG0002215	TRINITY_DN4934_c0_g1_i15.p1	TRINITY_DN9327_c0_g1_i2.p1, TRINITY_DN22164_c0_g2_i1.p1, TRINITY_DN22164_c0_g1_i1.p1
OG0002216	TransABySS.k55.S502348.p1	SPADES.k35.NODE_21083_length_1519_cov_37.121968_g11518_i0.p3, TransABySS.k55.S203475.p1, SPADES.k55.NODE_5702_length_2594_cov_43.719181_g3728_i0.p1, SPADES.k25.NODE_31152_length_1168_cov_46.883640_g15259_i0.p1, SPADES.k35.NODE_21083_length_1519_cov_37.121968_g11518_i0.p1
OG0002217	TransABySS.k25.R1188736.p1	TRINITY_DN19991_c0_g2_i2.p1, TransABySS.k25.R370497.p1
OG0002218	TransABySS.k65.R391937.p1	TRINITY_DN5979_c1_g1_i14.p1
OG0002219	TransABySS.k65.S427412.p1	TRINITY_DN2972_c1_g3_i3.p1
OG0002219	TransABySS.k25.R1163681.p1	TRINITY_DN2972_c1_g2_i4.p1, TransABySS.k25.S385399.p1
OG0002220	SPADES.k25.NODE_9726_length_3374_cov_108.126605_g720_i4.p1, SOAP.k65.C358849.p1	TransABySS.k45.S236890.p1
OG0002220	SPADES.k25.NODE_10518_length_3286_cov_106.101809_g1689_i2.p1	Velvet.k55.NODE_56923_length_2203_cov_75.167046.p1
OG0002221	SPADES.k25.NODE_47538_length_1662_cov_26.210141_g16483_i0.p1	TRINITY_DN9809_c0_g1_i3.p1
OG0002222	TransABySS.k25.S1224720.p1	Velvet.k65.NODE_27361_length_787_cov_54.839897.p1, SOAP.k45.C174072.p1
OG0002223	SPADES.k35.NODE_113889_length_371_cov_14.604167_g55596_i0.p1, SPADES.k25.NODE_83537_length_929_cov_8.655973_g30870_i0.p1, SPADES.k35.NODE_95471_length_628_cov_6.920742_g38435_i0.p1	SPADES.k25.NODE_43626_length_775_cov_12.418667_g19904_i1.p1
OG0002224	TRINITY_DN22100_c0_g1_i13.p1	TRINITY_DN30764_c1_g1_i1.p1
OG0002224	TransABySS.k45.S602302.p1	TRINITY_DN11208_c0_g1_i6.p1
OG0002225	SOAP.k65.C359491.p1	TRINITY_DN1371_c0_g1_i17.p1
OG0002225	TransABySS.k45.R610641.p1	SPADES.k25.NODE_11895_length_2111_cov_82.318313_g341_i2.p1
OG0002227	TransABySS.k65.R392120.p1, TransABySS.k25.R1160570.p1	TRINITY_DN1654_c0_g1_i11.p1, SPADES.k35.NODE_14971_length_1851_cov_94.227423_g8599_i0.p1
OG0002228	TRINITY_DN7396_c0_g2_i1.p1	TRINITY_DN796_c0_g1_i6.p1
OG0002229	TransABySS.k35.R773727.p1, SOAP.k45.scaffold31625.p1	TRINITY_DN30866_c0_g1_i1.p1
OG0002230	TransABySS.k45.R612107.p1	SOAP.k55.C135674.p1
OG0002231	TRINITY_DN4770_c0_g1_i18.p1, TransABySS.k35.S880740.p1	TRINITY_DN2236_c0_g2_i1.p1
OG0002232	SPADES.k25.NODE_93400_length_767_cov_9.296496_g36508_i0.p1	SPADES.k35.NODE_6180_length_2636_cov_59.748558_g3743_i0.p1
OG0002232	TRINITY_DN4087_c0_g1_i18.p1	TRINITY_DN574_c0_g2_i38.p1, TRINITY_DN574_c0_g2_i33.p1
OG0002233	SPADES.k45.NODE_44702_length_1714_cov_89.187537_g6999_i5.p1	SPADES.k25.NODE_20132_length_1625_cov_71.970625_g9804_i1.p1, TRINITY_DN687_c0_g3_i1.p2
OG0002234	SPADES.k35.NODE_29770_length_2267_cov_79.096326_g7182_i1.p1	SPADES.k25.NODE_8974_length_2359_cov_92.892031_g2389_i2.p1, SPADES.k25.NODE_6308_length_2674_cov_72.958097_g2389_i1.p1
OG0002234	SPADES.k25.NODE_38617_length_1900_cov_91.020267_g800_i11.p1	TransABySS.k25.S366546.p1
OG0002235	SOAP.k35.C785533.p1	SPADES.k55.NODE_6481_length_2473_cov_72.608768_g3895_i2.p1
OG0002235	SPADES.k35.NODE_26498_length_2403_cov_101.199747_g102_i47.p1	TRINITY_DN4160_c0_g1_i2.p1
OG0002236	TransABySS.k25.S1169844.p1	TRINITY_DN10358_c0_g1_i1.p1
OG0002237	SPADES.k25.NODE_50509_length_1587_cov_74.754802_g17440_i0.p1	SPADES.k25.NODE_18011_length_1734_cov_91.891750_g8999_i2.p1
OG0002239	TRINITY_DN4042_c0_g1_i22.p1	TRINITY_DN6645_c0_g1_i23.p1
OG0002240	TransABySS.k25.R1160642.p1	TransABySS.k25.S359334.p1
OG0002240	SPADES.k55.NODE_18305_length_2689_cov_78.482536_g626_i2.p1	SPADES.k25.NODE_6010_length_2712_cov_87.853740_g2130_i1.p1, TransABySS.k35.R264945.p1
OG0002241	SPADES.k35.NODE_45716_length_1745_cov_96.991813_g3166_i1.p1	SOAP.k55.C138636.p1
OG0002242	SPADES.k25.NODE_4635_length_4147_cov_60.977438_g1381_i1.p1	TransABySS.k45.J221308.p1, TRINITY_DN10316_c1_g1_i1.p1
OG0002243	TRINITY_DN17770_c0_g1_i2.p1	TransABySS.k25.R360097.p1
OG0002243	SPADES.k55.NODE_61623_length_1165_cov_19.495495_g23238_i0.p1	TRINITY_DN430_c0_g1_i6.p1
OG0002244	TRINITY_DN68301_c0_g3_i2.p1, TRINITY_DN68301_c0_g2_i2.p1, TRINITY_DN68301_c0_g2_i1.p1	TRINITY_DN9887_c0_g2_i6.p1
OG0002245	TRINITY_DN2043_c0_g1_i3.p1	TransABySS.k55.S82572.p1, TRINITY_DN10443_c0_g1_i3.p1
OG0002245	SOAP.k35.scaffold37402.p1, SPADES.k35.NODE_5056_length_4268_cov_66.018663_g2359_i0.p1	SOAP.k55.C131597.p1
OG0002246	TransABySS.k45.R609965.p1	TRINITY_DN11386_c0_g1_i14.p1
OG0002246	SOAP.k65.C362311.p1	SPADES.k25.NODE_144_length_6335_cov_92.906656_g93_i0.p1
OG0002247	TRINITY_DN2768_c0_g1_i7.p1	TransABySS.k35.R252659.p1
OG0002248	SOAP.k65.C362249.p1	SPADES.k25.NODE_342_length_5407_cov_100.425121_g212_i0.p1
OG0002249	TransABySS.k55.S512142.p1	TRINITY_DN1286_c0_g1_i2.p1
OG0002250	SOAP.k45.scaffold4802.p1	TransABySS.k35.S260384.p1
OG0002251	SOAP.k65.scaffold10180.p1	SPADES.k25.NODE_13051_length_2028_cov_73.699950_g6081_i1.p1
OG0002251	TRINITY_DN6797_c0_g1_i2.p1, TransABySS.k25.S1204924.p1	TransABySS.k25.R365175.p1
OG0002252	TransABySS.k45.R616926.p1	Velvet.k65.NODE_23917_length_2391_cov_50.764114.p1
OG0002252	SOAP.k35.scaffold7283.p1, TransABySS.k55.S580316.p1	TransABySS.k55.J192930.p1
OG0002253	SPADES.k55.NODE_14674_length_2939_cov_70.264563_g4723_i2.p1	TRINITY_DN269_c0_g1_i55.p1
OG0002253	TransABySS.k25.R1160602.p1	TRINITY_DN269_c0_g1_i57.p1
OG0002254	SPADES.k25.NODE_64036_length_1289_cov_64.664557_g22216_i0.p1, SPADES.k35.NODE_90767_length_716_cov_80.926579_g34937_i0.p1, SOAP.k55.scaffold16786.p1	SPADES.k25.NODE_51582_length_557_cov_87.375940_g23384_i1.p2, SOAP.k45.C177904.p1
OG0002255	TransABySS.k45.R608982.p1	SPADES.k25.NODE_52514_length_536_cov_12.330724_g28177_i0.p1
OG0002255	TransABySS.k45.S709161.p2	SPADES.k25.NODE_37616_length_952_cov_11.752967_g18309_i0.p1, TRINITY_DN64903_c0_g1_i1.p1
OG0002256	TransABySS.k25.S1179493.p1	TransABySS.k25.R358747.p1
OG0002258	TRINITY_DN2952_c0_g1_i3.p1	SPADES.k25.NODE_32799_length_1113_cov_99.548713_g8346_i1.p1
OG0002259	TRINITY_DN5410_c0_g1_i1.p1, Velvet.k45.NODE_1482968_length_263_cov_1.076046.p1, TransABySS.k45.S625387.p1	TRINITY_DN6014_c0_g1_i25.p1, SPADES.k25.NODE_10239_length_2249_cov_111.678058_g5595_i0.p1
OG0002260	TransABySS.k65.S424922.p1	SPADES.k25.NODE_6768_length_2611_cov_98.273782_g3314_i1.p1, TRINITY_DN3447_c0_g3_i1.p1
OG0002260	SPADES.k45.NODE_33943_length_2062_cov_86.881507_g8373_i2.p1	TransABySS.k25.R359146.p1
OG0002261	SOAP.k35.scaffold30119.p1	TRINITY_DN83_c0_g1_i1.p1
OG0002261	TransABySS.k35.S836245.p1	SOAP.k25.scaffold642.p1
OG0002262	SOAP.k65.C317175.p1	SOAP.k45.scaffold6708.p1
OG0002262	Velvet.k65.NODE_801306_length_629_cov_16.421303.p1	TRINITY_DN1125_c0_g1_i14.p1
OG0002263	SPADES.k55.NODE_3137_length_4702_cov_55.440284_g1527_i1.p1	SPADES.k35.NODE_638_length_4702_cov_90.169274_g310_i2.p1
OG0002264	TransABySS.k45.S700683.p1	TransABySS.k25.S387302.p1, TRINITY_DN11441_c0_g1_i3.p2
OG0002264	TransABySS.k65.S397816.p1	TRINITY_DN6996_c0_g1_i3.p1
OG0002265	SPADES.k25.NODE_20634_length_2584_cov_82.025791_g6768_i1.p1	TRINITY_DN11817_c0_g3_i1.p1, SPADES.k25.NODE_6160_length_2693_cov_56.128561_g3441_i0.p1
OG0002265	SPADES.k25.NODE_57660_length_1421_cov_18.975645_g19922_i0.p1	SPADES.k45.NODE_7618_length_2417_cov_50.659781_g4242_i1.p1
OG0002266	TransABySS.k55.R493046.p1	TransABySS.k25.S380219.p1
OG0002267	TransABySS.k25.R1162021.p1, TransABySS.k65.S441257.p1, TransABySS.k65.S465119.p1	SPADES.k25.NODE_57705_length_432_cov_29.316953_g33043_i0.p1, SPADES.k35.NODE_40301_length_780_cov_99.612081_g20914_i0.p1
OG0002268	SOAP.k65.C343961.p1	TransABySS.k25.S358568.p1
OG0002268	SPADES.k35.NODE_52077_length_1567_cov_86.223238_g12274_i1.p1	SOAP.k25.scaffold5855.p1
OG0002269	SOAP.k65.C346609.p1	SPADES.k35.NODE_29120_length_1168_cov_76.453663_g15190_i0.p1
OG0002269	SPADES.k25.NODE_14854_length_2931_cov_107.318307_g5854_i0.p1, SPADES.k25.NODE_14812_length_2934_cov_156.782056_g2057_i2.p1	TRINITY_DN6755_c0_g2_i23.p1
OG0002270	SPADES.k45.NODE_59472_length_1317_cov_21.608491_g21095_i0.p1	TransABySS.k25.S112646.p1
OG0002271	TransABySS.k65.S436184.p1	SPADES.k25.NODE_8936_length_2363_cov_85.423439_g4910_i0.p1
OG0002272	TransABySS.k55.R488124.p1	SPADES.k25.NODE_18254_length_1722_cov_62.089570_g8568_i1.p1
OG0002272	TRINITY_DN2427_c0_g1_i14.p1	SPADES.k35.NODE_16780_length_1743_cov_45.831967_g9470_i0.p1
OG0002273	SOAP.k35.C781691.p1	SPADES.k25.NODE_52000_length_548_cov_21.973231_g27742_i0.p1, TRINITY_DN58967_c0_g1_i1.p1
OG0002273	SPADES.k55.NODE_62061_length_1154_cov_10.231119_g23425_i0.p1	Velvet.k35.NODE_936636_length_394_cov_20.720812.p2, Velvet.k45.NODE_222578_length_520_cov_61.698078.p1
OG0002274	TransABySS.k65.S454076.p1	SOAP.k25.scaffold2276.p1
OG0002275	TransABySS.k45.S693529.p1, TRINITY_DN6298_c0_g1_i3.p1	SPADES.k25.NODE_28727_length_1259_cov_95.805511_g11061_i1.p1
OG0002276	TransABySS.k65.R394067.p1, TransABySS.k25.R1159026.p1	TRINITY_DN10019_c0_g2_i1.p1
OG0002276	SPADES.k25.NODE_32345_length_2098_cov_120.674385_g5501_i2.p1	TransABySS.k55.R194425.p1
OG0002277	SPADES.k45.NODE_29402_length_2235_cov_81.933790_g11213_i1.p1, SPADES.k25.NODE_2157_length_4934_cov_108.369322_g82_i3.p1	TRINITY_DN20797_c0_g1_i1.p1
OG0002277	TRINITY_DN9255_c0_g1_i6.p1, SPADES.k45.NODE_19913_length_2690_cov_67.619660_g8449_i0.p1	TRINITY_DN22559_c0_g1_i1.p1
OG0002278	TransABySS.k25.S1152817.p1	TRINITY_DN31810_c0_g2_i1.p1
OG0002279	SPADES.k25.NODE_73588_length_1103_cov_113.744898_g4394_i6.p1, SPADES.k35.NODE_59228_length_1390_cov_69.949815_g32_i54.p1	TransABySS.k45.S232568.p1
OG0002281	TRINITY_DN3345_c0_g1_i3.p1	SPADES.k35.NODE_9760_length_2239_cov_96.593013_g5340_i1.p1, SPADES.k25.NODE_13469_length_2000_cov_116.776203_g6255_i1.p1
OG0002282	SPADES.k25.NODE_15399_length_2892_cov_64.973840_g6039_i0.p1	SPADES.k55.NODE_11709_length_1947_cov_26.901691_g6787_i1.p1
OG0002283	TRINITY_DN13072_c0_g1_i4.p1	TRINITY_DN66221_c0_g1_i1.p1, TRINITY_DN21219_c0_g1_i1.p1
OG0002284	TransABySS.k45.S664489.p1, SPADES.k35.NODE_26956_length_2384_cov_74.412516_g4886_i1.p1	TransABySS.k65.J184973.p1
OG0002285	TransABySS.k45.S673353.p1	TRINITY_DN3107_c0_g2_i1.p1, TransABySS.k25.R358363.p1
OG0002285	TransABySS.k45.R601981.p1, SPADES.k35.NODE_47425_length_1696_cov_99.668272_g15421_i1.p1	SPADES.k25.NODE_32607_length_1120_cov_78.410959_g15922_i0.p1
OG0002286	SOAP.k65.C346213.p1	TransABySS.k25.R365918.p1
OG0002286	TransABySS.k55.S484452.p1, SOAP.k65.scaffold16056.p2	Velvet.k65.NODE_93248_length_1285_cov_51.890274.p1
OG0002287	TransABySS.k65.J393465.p1	TRINITY_DN31441_c0_g1_i2.p1
OG0002289	SOAP.k35.scaffold2154.p1	TRINITY_DN253_c0_g1_i25.p1
OG0002289	TRINITY_DN3751_c0_g1_i1.p1, TransABySS.k25.R1163773.p1	TransABySS.k35.R258520.p1
OG0002290	TransABySS.k65.S454784.p1	SPADES.k25.NODE_27574_length_1302_cov_109.312451_g2051_i11.p1
OG0002290	TransABySS.k45.S648773.p1	SPADES.k25.NODE_37851_length_945_cov_88.204348_g2051_i12.p1, SPADES.k25.NODE_21229_length_1574_cov_112.610071_g2051_i8.p1
OG0002291	TransABySS.k45.S638876.p1, TransABySS.k65.J403707.p1, TransABySS.k55.R503477.p1	TRINITY_DN856_c0_g1_i2.p1
OG0002292	SOAP.k55.C499931.p1	Velvet.k55.NODE_55764_length_1079_cov_69.532898.p1
OG0002293	TransABySS.k25.R1157856.p1	TRINITY_DN1964_c0_g1_i15.p1
OG0002293	TRINITY_DN1207_c0_g1_i1.p1, SPADES.k25.NODE_13684_length_3016_cov_114.061184_g1387_i3.p1	TransABySS.k25.R360230.p1
OG0002294	SPADES.k25.NODE_35628_length_1991_cov_60.184639_g12652_i1.p1	SPADES.k25.NODE_42678_length_802_cov_69.954955_g21024_i0.p1
OG0002294	TransABySS.k25.R1180608.p1	SPADES.k35.NODE_20488_length_1549_cov_20.946499_g11261_i0.p1, SPADES.k25.NODE_33317_length_1094_cov_28.627689_g16263_i0.p1
OG0002295	TransABySS.k45.S699386.p1	TransABySS.k25.S388364.p1
OG0002295	TransABySS.k25.S103999.p1	TRINITY_DN60694_c0_g1_i1.p1
OG0002296	TransABySS.k35.R774355.p1	TRINITY_DN378_c0_g2_i1.p1
OG0002296	TransABySS.k65.R403587.p1	TRINITY_DN378_c0_g1_i10.p1, TRINITY_DN378_c0_g1_i1.p1, SOAP.k35.C256178.p1
OG0002297	TransABySS.k55.R493892.p1	SPADES.k25.NODE_36939_length_973_cov_56.376582_g17976_i0.p1, TRINITY_DN61701_c0_g1_i1.p1
OG0002298	TransABySS.k25.J1185350.p1, TransABySS.k25.R1162864.p1	TRINITY_DN1964_c0_g2_i6.p1
OG0002299	SPADES.k25.NODE_88319_length_847_cov_79.195864_g33467_i0.p1	Velvet.k65.NODE_107878_length_572_cov_59.078671.p1
OG0002299	SPADES.k65.NODE_64162_length_1009_cov_35.580508_g26293_i0.p1	TRINITY_DN2524_c0_g1_i3.p1
OG0002300	SPADES.k65.NODE_37634_length_1749_cov_59.971496_g15810_i1.p1	TRINITY_DN807_c0_g2_i1.p1
OG0002300	TransABySS.k65.J396253.p1	SPADES.k25.NODE_33991_length_1071_cov_65.417782_g16571_i0.p1
OG0002301	TransABySS.k25.J1185013.p1	TRINITY_DN8841_c0_g1_i1.p1
OG0002301	TRINITY_DN15406_c0_g1_i6.p1	TRINITY_DN3196_c0_g2_i4.p1
OG0002302	TransABySS.k65.J406221.p1, TRINITY_DN12886_c0_g2_i2.p1	TransABySS.k25.S387242.p1
